Season,Grade_Type,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au
2017-18,Italia,C,BASELLI,Torino,31,5.87,6.08,4,0,0,0,0,0,1,0,11,1,0
2017-18,Italia,C,BENASSI,Fiorentina,35,5.87,6.27,5,0,0,0,0,0,2,0,6,0,0
2017-18,Italia,C,OBI,Torino,20,6.18,6.9,5,0,0,0,0,0,1,0,3,0,0
2017-18,Italia,A,MAXI LOPEZ,Udinese,27,5.65,5.93,1,0,0,1,1,0,2,0,1,0,0
2017-18,Italia,A,QUAGLIARELLA,Sampdoria,35,6.21,7.84,12,0,0,8,7,1,5,0,4,0,0
2017-18,Italia,P,KARNEZIS,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,MERET,SPAL,13,6.38,5.62,0,16,2,0,0,0,0,0,0,0,0
2017-18,Italia,P,SCUFFET,Udinese,6,5.75,4.42,0,11,1,0,0,0,0,0,0,0,0
2017-18,Italia,D,ADNAN,Udinese,22,5.8,5.66,0,0,0,0,0,0,1,0,4,0,1
2017-18,Italia,D,DANILO LAR,Udinese,32,5.78,5.69,1,0,0,0,0,0,0,0,8,0,1
2017-18,Italia,D,FARAONI,Crotone,24,5.85,6.19,2,0,0,0,0,0,3,0,2,0,0
2017-18,Italia,D,GABRIEL SILVA,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,HEURTAUX,Verona,17,5.44,5.32,0,0,0,0,0,0,0,0,2,1,0
2017-18,Italia,D,WAGUE,Udinese,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,WIDMER,Udinese,22,5.77,6.18,3,0,0,0,0,0,1,0,2,0,0
2017-18,Italia,C,BADU,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,GUILHERME T,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,KONE,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,PONTISSO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,VERRE,Sampdoria,7,5.64,5.5,0,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,A,PERICA,Udinese,20,5.6,5.6,1,0,0,0,0,0,0,0,6,0,0
2017-18,Italia,A,THEREAU,Fiorentina,20,5.95,7.1,3,0,0,4,4,0,3,0,2,0,0
2017-18,Italia,A,ZAPATA D,Sampdoria,30,6.22,7.4,11,0,0,0,0,0,3,0,1,0,0
2017-18,Italia,P,COPPOLA,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,GOLLINI,Atalanta,7,6.21,5.64,0,4,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,RAFAEL,Cagliari,10,6.15,5,0,11,0,0,0,0,0,0,1,0,0
2017-18,Italia,D,BIANCHETTI,Verona,2,6,5.75,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,D,HELANDER,Bologna,28,5.73,5.62,0,0,0,0,0,0,0,0,6,0,0
2017-18,Italia,D,ROMULO,Verona,37,5.91,6.19,1,0,0,2,2,0,4,1,7,0,0
2017-18,Italia,D,SOUPRAYEN,Verona,20,5.22,5.02,0,0,0,0,0,0,0,0,2,1,1
2017-18,Italia,C,HALLFREDSSON,Udinese,15,5.77,5.5,0,0,0,0,0,0,0,0,5,0,1
2017-18,Italia,C,IONITA,Cagliari,35,5.74,5.71,0,0,0,0,0,0,1,0,4,0,0
2017-18,Italia,C,LANER,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,SALA,Sampdoria,13,5.54,5.42,0,0,0,0,0,0,0,0,1,1,0
2017-18,Italia,C,VIVIANI,SPAL,29,5.97,6.09,3,0,0,1,0,1,1,1,9,0,0
2017-18,Italia,C,ZACCAGNI,Verona,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,FARES,Verona,30,5.38,5.15,0,0,0,0,0,0,1,0,12,0,1
2017-18,Italia,A,PAZZINI,Verona,18,5.67,6.31,0,0,0,4,4,0,0,0,1,0,0
2017-18,Italia,D,CHIRICHES,Napoli,7,5.86,5.79,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,D,ASTORI,Fiorentina,25,6.1,6.16,1,0,0,0,0,0,1,0,5,0,0
2017-18,Italia,A,DEFREL,Roma,12,5.62,5.83,0,0,0,1,1,0,0,0,1,0,0
2017-18,Italia,C,PULGAR,Bologna,32,5.95,6.03,3,0,0,1,0,1,1,0,9,0,0
2017-18,Italia,C,MILINKOVIC-SAVIC,Lazio,35,6.5,7.5,12,0,0,0,0,0,3,0,8,0,0
2017-18,Italia,A,DZEKO,Roma,36,6.25,7.61,16,0,0,0,0,0,4,0,6,0,0
2017-18,Italia,A,KALINIC,Milan,30,5.73,6.38,6,0,0,0,0,0,3,0,3,0,0
2017-18,Italia,C,FALCO,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,ALEX SANDRO,Juventus,26,6.04,6.5,4,0,0,0,0,0,4,0,8,0,0
2017-18,Italia,D,KRAFTH,Bologna,12,5.42,5.33,0,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,C,DONSAH,Bologna,25,6,6.22,2,0,0,0,0,0,1,0,3,0,0
2017-18,Italia,D,TOLOI,Atalanta,30,6.15,6.22,1,0,0,0,0,0,3,0,6,1,0
2017-18,Italia,C,CUADRADO,Juventus,20,6.45,7.22,4,0,0,0,0,0,6,0,5,0,0
2017-18,Italia,C,TONEV,Crotone,7,5.57,5.57,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,GIACCHERINI,Chievo,15,6.13,6.63,3,0,0,0,0,0,1,0,6,0,0
2017-18,Italia,C,MOUNIER,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,PERISIC,Inter,37,5.99,7.01,11,0,0,0,0,0,8,1,4,0,1
2017-18,Italia,D,ANSALDI,Torino,25,6.12,6.22,1,0,0,0,0,0,3,0,5,1,0
2017-18,Italia,D,FELIPE,SPAL,30,5.78,5.75,1,0,0,0,0,0,0,0,6,1,0
2017-18,Italia,C,LEMINA,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,DZEMAILI,Bologna,15,5.87,5.93,1,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,A,RODRIGUEZ A,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,BELEC,Sampdoria,15,5.83,3.6,0,32,0,0,0,0,0,0,1,1,0
2017-18,Italia,A,BORRIELLO,SPAL,12,5.5,5.54,1,0,0,0,0,0,0,0,6,0,0
2017-18,Italia,C,VITALE,SPAL,1,6,5.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,D,PEREIRA P,Genoa,6,5.92,5.75,0,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,A,SADIQ,Torino,3,4.83,4.83,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,AJETI,Crotone,17,5.68,5.56,0,0,0,0,0,0,1,0,7,0,0
2017-18,Italia,A,TUPTA,Verona,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,PEZZELLA GIU,Udinese,14,5.39,5.21,0,0,0,0,0,0,0,0,3,1,0
2017-18,Italia,C,KRAGL,Crotone,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,ALVAREZ R,Sampdoria,11,5.82,6.09,1,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,TUMMINELLO,Crotone,5,6.2,8.2,3,0,0,0,0,0,1,0,1,0,0
2017-18,Italia,C,CRISTANTE,Atalanta,36,6.11,6.82,9,0,0,1,0,1,3,0,3,0,0
2017-18,Italia,D,CIONEK,SPAL,15,6.27,6.3,1,0,0,0,0,0,0,0,5,0,0
2017-18,Italia,A,IMMOBILE,Lazio,33,6.58,9.29,22,0,0,8,7,1,8,0,3,1,0
2017-18,Italia,D,DJIMSITI,Benevento,30,5.68,5.68,0,0,0,0,0,0,1,0,2,0,0
2017-18,Italia,C,FREULER,Atalanta,35,6.19,6.59,5,0,0,0,0,0,2,0,4,1,0
2017-18,Italia,A,TROTTA,Crotone,32,5.86,6.45,5,0,0,3,2,1,2,0,2,0,0
2017-18,Italia,D,SAMIR,Udinese,31,5.56,5.48,2,0,0,0,0,0,0,0,7,1,2
2017-18,Italia,A,EL SHAARAWY,Roma,32,6,6.8,7,0,0,0,0,0,5,0,1,0,0
2017-18,Italia,D,SKRINIAR,Inter,38,6.29,6.53,4,0,0,0,0,0,0,0,2,0,1
2017-18,Italia,C,GAGLIARDINI,Inter,28,5.88,5.73,0,0,0,0,0,0,0,0,8,0,0
2017-18,Italia,D,FIAMOZZI,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,NINKOVIC,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,BALIC,Udinese,16,5.66,5.66,0,0,0,0,0,0,0,1,2,0,0
2017-18,Italia,D,COSTA F,SPAL,22,5.86,5.82,0,0,0,0,0,0,1,0,4,0,0
2017-18,Italia,P,MARSON,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,ADJAPONG,Sassuolo,15,5.87,5.7,0,0,0,0,0,0,1,0,5,1,0
2017-18,Italia,C,LOCATELLI M,Milan,15,5.97,5.83,0,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,A,EDERA,Torino,7,6.21,6.79,1,0,0,0,0,0,1,0,0,0,0
2017-18,Italia,A,PIERINI N,Sassuolo,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,DELLA GIOVANNA,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,CALDARA,Atalanta,24,6.1,6.25,3,0,0,1,0,1,0,0,5,0,0
2017-18,Italia,C,KESSIE',Milan,37,5.93,6.16,2,0,0,4,3,1,1,0,9,0,0
2017-18,Italia,C,SPINAZZOLA,Atalanta,18,5.92,6,0,0,0,0,0,0,2,0,1,0,0
2017-18,Italia,D,BOLDOR,Verona,1,5,5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,DI FRANCESCO F,Bologna,22,5.93,6.11,1,0,0,0,0,0,3,0,4,0,0
2017-18,Italia,C,KREJCI,Bologna,8,5.62,5.62,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,NAGY,Bologna,12,5.79,6,1,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,P,STORARI,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,CAPUANO,Crotone,24,5.75,5.6,0,0,0,0,0,0,0,0,5,1,0
2017-18,Italia,D,CEPPITELLI,Cagliari,25,5.94,6.08,3,0,0,0,0,0,0,0,7,0,1
2017-18,Italia,D,MURRU,Sampdoria,19,5.66,5.66,0,0,0,0,0,0,2,0,4,0,0
2017-18,Italia,D,PISACANE,Cagliari,24,5.81,5.69,0,0,0,0,0,0,0,0,2,2,0
2017-18,Italia,C,BARELLA,Cagliari,34,6.16,6.5,3,0,0,3,3,0,1,0,13,1,0
2017-18,Italia,C,DEIOLA,Cagliari,9,5.72,5.56,0,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,C,DESSENA,Cagliari,10,5.65,5.6,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,C,DI GENNARO D,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,JOAO PEDRO,Cagliari,22,5.77,6.34,4,0,0,1,1,0,1,0,5,1,0
2017-18,Italia,A,COP,Cagliari,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,FARIAS,Cagliari,26,5.75,5.83,1,0,0,1,0,1,4,0,4,0,0
2017-18,Italia,A,GIANNETTI,Cagliari,4,5.38,5.12,0,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,A,MELCHIORRI,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,SAU,Cagliari,27,5.72,5.8,2,0,0,1,0,1,0,0,2,0,0
2017-18,Italia,P,CORDAZ,Crotone,38,6.17,4.49,0,66,1,0,0,0,0,0,2,0,0
2017-18,Italia,P,FESTA,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,CECCHERINI,Crotone,37,5.81,5.84,1,0,0,0,0,0,1,0,4,1,0
2017-18,Italia,D,CREMONESI,SPAL,5,5.4,4.8,0,0,0,0,0,0,0,0,2,0,1
2017-18,Italia,D,FERRARI G,Sampdoria,30,5.75,5.88,2,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,D,MARTELLA,Crotone,30,5.97,6.12,1,0,0,0,0,0,3,0,3,0,0
2017-18,Italia,D,SAMPIRISI,Crotone,29,5.69,5.66,0,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,C,BARBERIS,Crotone,38,5.71,5.88,2,0,0,0,0,0,0,1,1,0,0
2017-18,Italia,C,NALINI,Crotone,23,6,6.09,0,0,0,0,0,0,3,0,2,0,0
2017-18,Italia,A,PALLADINO,Genoa,4,6.12,6,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,P,DRAGOWSKI,Fiorentina,3,5.5,2.83,0,8,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,ZIMA,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,PINSOGLIO,Juventus,1,6,5,0,1,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,BENATIA,Juventus,20,6.28,6.38,2,0,0,0,0,0,0,0,8,0,0
2017-18,Italia,C,MANDRAGORA,Crotone,36,5.96,6.01,2,0,0,0,0,0,0,0,8,0,0
2017-18,Italia,P,STRAKOSHA,Lazio,38,6.32,5.08,0,49,1,0,0,0,0,0,2,0,0
2017-18,Italia,P,VARGIC,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,LAPADULA,Genoa,26,5.81,6.37,3,0,0,4,3,1,1,0,3,0,0
2017-18,Italia,D,ZAMPANO,Udinese,6,5.75,6.08,0,0,0,0,0,0,2,0,0,0,0
2017-18,Italia,C,MEMUSHAJ,Benevento,16,5.62,5.53,0,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,A,CAPRARI,Sampdoria,32,5.83,6.23,5,0,0,0,0,0,1,0,4,1,0
2017-18,Italia,P,ALISSON,Roma,37,6.36,5.76,0,28,2,0,0,0,0,0,1,0,0
2017-18,Italia,C,GERSON,Roma,18,5.86,6.22,2,0,0,0,0,0,1,0,1,0,0
2017-18,Italia,P,TOZZO,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,ERAMO,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,TORREIRA,Sampdoria,36,6.21,6.49,4,0,0,0,0,0,0,1,6,0,0
2017-18,Italia,A,BUDIMIR,Crotone,21,5.74,6.4,6,0,0,0,0,0,0,0,8,0,0
2017-18,Italia,A,SCHICK,Roma,17,5.71,6.06,2,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,MAZZITELLI,Sassuolo,17,5.68,5.62,0,0,0,0,0,0,1,0,4,0,0
2017-18,Italia,C,SENSI,Sassuolo,16,5.97,6.28,2,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,D,BARRECA,Torino,9,5.61,5.5,0,0,0,0,0,0,0,0,0,1,0
2017-18,Italia,A,BOYE',Torino,8,5.75,5.88,0,0,0,0,0,0,1,0,0,0,0
2017-18,Italia,A,PARIGINI,Benevento,18,5.64,5.58,0,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,D,ANGELLA,Udinese,12,5.58,5.46,0,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,C,FOFANA,Udinese,27,5.69,5.91,2,0,0,1,1,0,0,0,4,1,0
2017-18,Italia,C,JANKTO,Udinese,36,5.99,6.39,4,0,0,0,0,0,4,1,5,0,0
2017-18,Italia,A,EWANDRO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,BALZANO,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,FOSSATI,Verona,16,5.62,5.47,0,0,0,0,0,0,0,0,5,0,0
2017-18,Italia,C,DJURICIC,Benevento,15,5.9,5.93,0,0,0,0,0,0,1,0,1,0,0
2017-18,Italia,C,DE PAUL,Udinese,35,5.91,6.4,0,0,0,4,4,0,5,2,4,0,0
2017-18,Italia,A,SIMY,Crotone,17,6.24,7.53,7,0,0,0,0,0,1,0,0,0,0
2017-18,Italia,A,PJACA,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,LUKAKU J,Lazio,30,6.07,6.2,1,0,0,0,0,0,2,0,2,0,0
2017-18,Italia,C,CHIESA,Fiorentina,36,6.28,6.79,6,0,0,0,0,0,4,0,7,0,0
2017-18,Italia,C,MURGIA,Lazio,13,5.73,5.54,0,0,0,0,0,0,0,0,3,1,0
2017-18,Italia,D,LIROLA,Sassuolo,24,5.79,5.79,0,0,0,0,0,0,1,0,2,0,0
2017-18,Italia,D,WALLACE,Lazio,12,5.58,5.21,0,0,0,0,0,0,0,0,5,0,1
2017-18,Italia,C,LINETTY,Sampdoria,28,6.05,6.3,3,0,0,0,0,0,2,0,8,0,0
2017-18,Italia,C,LUKIC,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,MIGUEL VELOSO,Genoa,22,5.82,5.86,1,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,A,MILIK,Napoli,12,6.21,7.38,5,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,A,RICCI,Crotone,18,5.81,5.92,1,0,0,0,0,0,1,0,4,0,0
2017-18,Italia,C,ROHDEN,Crotone,24,5.62,5.83,2,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,D,LETSCHERT,Sassuolo,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,FAZIO,Roma,33,6.12,6.21,2,0,0,0,0,0,0,0,6,0,0
2017-18,Italia,C,HAGI,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,MIANGUE,Cagliari,11,5.59,5.55,0,0,0,0,0,0,1,0,1,1,0
2017-18,Italia,A,PINAMONTI,Inter,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,LOMBARDI,Benevento,17,5.76,5.79,0,0,0,0,0,0,2,0,3,0,0
2017-18,Italia,A,LO FASO,Fiorentina,2,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,GOMEZ G,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,GUSTAFSON,Torino,4,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,SANCHEZ C,Fiorentina,7,5.93,6.21,1,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,D,MILIC,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,SIMEONE,Fiorentina,38,5.93,7.11,14,0,0,0,0,0,4,0,3,0,0
2017-18,Italia,D,BASTOS,Lazio,20,5.92,6.42,4,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,C,JOSE' SOSA,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,PRAET,Sampdoria,32,6.05,6.14,1,0,0,0,0,0,2,0,4,0,0
2017-18,Italia,D,DUSSENNE,Crotone,1,5,4.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,C,BASTIEN,Chievo,21,5.71,5.76,1,0,0,0,0,0,0,0,2,1,0
2017-18,Italia,A,RAGUSA,Sassuolo,22,5.64,5.57,0,0,0,0,0,0,1,0,6,0,0
2017-18,Italia,C,CRISTOFORO,Fiorentina,4,5.62,5.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,C,ROG,Napoli,10,5.95,6.15,1,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,C,JOAO MARIO,Inter,12,5.92,6.08,0,0,0,0,0,0,1,1,0,0,0
2017-18,Italia,A,GABIGOL,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,BIRASCHI,Genoa,22,5.84,5.84,0,0,0,0,0,0,1,0,2,0,0
2017-18,Italia,C,LUIS ALBERTO,Lazio,34,6.46,7.65,10,0,0,2,1,1,7,6,5,0,0
2017-18,Italia,A,IEMMELLO,Benevento,15,5.6,6.07,1,0,0,1,1,0,1,0,0,0,0
2017-18,Italia,D,OLIVERA M,Fiorentina,7,5.43,5.36,0,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,A,KEAN,Verona,19,5.68,6.18,4,0,0,0,0,0,0,0,5,0,0
2017-18,Italia,A,OKWONKWO,Bologna,7,6.07,7.21,3,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,A,PELLEGRI,Genoa,4,5.75,7,2,0,0,0,0,0,0,0,2,0,0
2017-18,Italia,D,BERESZYNSKI,Sampdoria,31,5.74,5.69,0,0,0,0,0,0,1,0,5,0,0
2017-18,Italia,C,MOROSINI,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,KIYINE,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,TAARABT,Genoa,22,6,6.2,2,0,0,0,0,0,2,0,5,1,0
2017-18,Italia,A,PETKOVIC,Verona,22,5.68,5.68,0,0,0,0,0,0,2,0,4,0,0
2017-18,Italia,C,FARAGO',Cagliari,33,5.94,6.24,2,0,0,0,0,0,5,0,2,0,0
2017-18,Italia,D,BASTONI,Atalanta,2,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,MELEGONI,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,P,SATALINO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,SIMIC L,SPAL,4,6,6.62,1,0,0,0,0,0,0,0,1,0,0
2017-18,Italia,D,HATEBOER,Atalanta,32,5.94,5.89,0,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,C,KOTNIK,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,VALENCIA JM,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,SCAMACCA,Sassuolo,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,SULJIC,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,DEPAOLI,Chievo,18,5.75,5.64,0,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,A,HAN,Cagliari,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,CUTRONE,Milan,25,6.12,7.34,10,0,0,0,0,0,2,0,3,0,0
2017-18,Italia,P,CROSTA,Cagliari,1,4.5,1.5,0,3,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,GOSENS,Atalanta,20,6.08,6.25,1,0,0,0,0,0,1,0,1,0,0
2017-18,Italia,C,HAAS,Atalanta,6,5.67,5.67,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,JOAO SCHMIDT,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,CORNELIUS,Atalanta,20,5.85,6.35,3,0,0,0,0,0,1,0,0,0,0
2017-18,Italia,D,MILENKOVIC,Fiorentina,16,5.84,5.78,0,0,0,0,0,0,0,0,0,1,0
2017-18,Italia,D,VITOR HUGO,Fiorentina,18,6,6.06,1,0,0,0,0,0,0,0,4,0,0
2017-18,Italia,C,BENTANCUR,Juventus,11,5.82,5.82,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,ORSOLINI,Bologna,12,5.96,5.96,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,MUSACCHIO,Milan,14,5.54,5.43,0,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,D,RODRIGUEZ R,Milan,34,5.76,5.69,0,0,0,2,1,1,0,0,3,1,0
2017-18,Italia,P,MILINKOVIC-SAVIC V,Torino,1,6,5,0,1,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,LYANCO,Torino,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,BARAK,Udinese,34,6.03,6.69,7,0,0,0,0,0,4,0,5,0,0
2017-18,Italia,A,MALLE',Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,VENUTI,Benevento,30,5.48,5.38,0,0,0,0,0,0,1,0,4,0,1
2017-18,Italia,A,ANDRE' SILVA,Milan,22,5.68,5.95,2,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,HECTOR MORENO,Roma,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,GASPAR B,Fiorentina,12,5.71,5.83,0,0,0,0,0,0,2,0,2,0,0
2017-18,Italia,P,CRAGNO,Cagliari,29,6.21,4.79,0,47,2,0,0,0,0,0,0,0,0
2017-18,Italia,P,SIRIGU,Torino,37,6.32,5.32,0,45,3,0,0,0,0,0,2,0,0
2017-18,Italia,D,KARSDORP,Roma,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,PALOMINO,Atalanta,23,6.07,6.13,1,0,0,0,0,0,0,0,3,0,0
2017-18,Italia,D,RIGIONE,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,GARRITANO,Chievo,8,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,GRAVILLON,Benevento,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,GAUDINO,Chievo,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,BORINI,Milan,22,5.75,6,2,0,0,0,0,0,1,0,4,0,0
2017-18,Italia,C,MARUSIC,Lazio,31,6.03,6.37,3,0,0,0,0,0,4,0,3,1,0
2017-18,Italia,A,CODA M,Benevento,20,5.7,6.32,3,0,0,1,1,0,1,0,1,0,0
2017-18,Italia,C,INGELSSON,Udinese,5,5.7,6.3,1,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,D,BONIFAZI,Torino,6,6.08,6.08,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,C,GONALONS,Roma,13,5.85,5.85,0,0,0,0,0,0,1,0,2,0,0
2017-18,Italia,C,CALHANOGLU,Milan,31,6.15,6.74,6,0,0,0,0,0,2,2,5,1,0
2017-18,Italia,A,OUNAS,Napoli,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Italia,A,GALABINOV,Genoa,19,5.89,6.42,2,0,0,1,1,0,2,0,2,0,0
2017-18,Italia,D,CASTAGNE,Atalanta,19,5.97,5.97,0,0,0,0,0,0,2,0,4,0,0
2017-18,Italia,A,KOWNACKI,Sampdoria,20,5.95,6.75,5,0,0,0,0,0,1,0,0,0,0
2017-18,Italia,C,ZUCULINI B,Verona,16,5.56,5.62,2,0,0,0,0,0,0,0,4,3,0
2017-18,Italia,C,DOUGLAS COSTA,Juventus,31,6.39,7.11,4,0,0,0,0,0,11,0,1,0,0
2017-18,Italia,C,UNDER,Roma,20,6.15,7.25,7,0,0,0,0,0,1,0,0,0,0
2017-18,Italia,D,CABRERA,Crotone,5,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0
