Season,Grade_Type,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au
2015-16,Italia,C,DE GUZMAN,Carpi,3,5.83,6.83,0,0,0,1,1,0,0,0,0,0,0
2015-16,Italia,C,DEZI,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,EL KADDOURI,Napoli,12,5.92,6.29,1,0,0,0,0,0,2,0,2,0,0
2015-16,Italia,C,HAMSIK,Napoli,38,6.26,6.84,5,0,0,2,1,1,7,0,0,0,0
2015-16,Italia,C,INLER,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,JORGINHO,Napoli,35,6.21,6.16,0,0,0,0,0,0,2,2,10,1,0
2015-16,Italia,C,VALDIFIORI,Napoli,6,5.42,5.17,0,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,A,CALLEJON,Napoli,36,6.21,6.85,7,0,0,0,0,0,4,0,4,0,0
2015-16,Italia,A,GABBIADINI,Napoli,13,6.08,7.42,4,0,0,1,1,0,3,0,1,0,0
2015-16,Italia,A,HIGUAIN,Napoli,35,6.96,10.06,33,0,0,3,3,0,2,0,1,1,0
2015-16,Italia,A,INSIGNE,Napoli,37,6.32,7.51,10,0,0,2,2,0,9,0,2,0,0
2015-16,Italia,A,MERTENS,Napoli,32,6.17,6.69,5,0,0,0,0,0,5,0,7,0,0
2015-16,Italia,A,VARGAS E,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,COLOMBI,Carpi,2,6,5,0,2,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,SORRENTINO,Palermo,35,6.41,4.74,0,58,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,ANDELKOVIC,Palermo,22,5.61,5.55,0,0,0,0,0,0,1,0,3,1,0
2015-16,Italia,D,DAPRELA',Carpi,4,5.5,5.25,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,EL KAOUTARI,Palermo,7,5.71,6,1,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,EMERSON,Roma,4,5.75,6.38,1,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,GOLDANIGA,Palermo,14,5.79,6.07,2,0,0,0,0,0,0,0,5,0,0
2015-16,Italia,D,GONZALEZ G,Palermo,35,5.71,5.61,2,0,0,0,0,0,0,0,11,0,2
2015-16,Italia,D,LAZAAR,Palermo,30,5.63,5.7,1,0,0,0,0,0,1,0,2,1,0
2015-16,Italia,D,MILANOVIC,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,PIRRELLO,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,RISPOLI,Palermo,18,5.92,6.06,0,0,0,0,0,0,4,0,3,0,0
2015-16,Italia,D,STRUNA,Palermo,22,5.39,5.25,1,0,0,0,0,0,0,0,10,1,0
2015-16,Italia,D,TERZI,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,VELAZQUEZ JA,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,VITIELLO,Palermo,8,5.56,5,0,0,0,0,0,0,0,0,3,1,1
2015-16,Italia,C,BENALI,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,BOLZONI,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,BRUGMAN,Palermo,13,5.65,5.58,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,C,CHOCHEV,Palermo,23,5.61,5.52,0,0,0,0,0,0,1,0,6,0,0
2015-16,Italia,C,DELLA ROCCA,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,HILJEMARK,Palermo,38,5.76,6.08,4,0,0,0,0,0,1,1,4,0,0
2015-16,Italia,C,JAJALO,Palermo,26,5.58,5.42,0,0,0,0,0,0,0,0,8,0,0
2015-16,Italia,C,MARESCA,Palermo,13,6.12,6.23,1,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,C,N'GOYI,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,QUAISON,Palermo,29,5.81,5.93,1,0,0,0,0,0,2,1,5,0,0
2015-16,Italia,C,RIGONI L,Genoa,27,5.94,6.28,4,0,0,0,0,0,0,0,4,1,0
2015-16,Italia,C,TROIANIELLO,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,VIOLA,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,BELOTTI,Torino,34,6.06,7.15,8,0,0,4,4,0,3,0,4,0,0
2015-16,Italia,A,BENTIVEGNA,Palermo,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,A,JOAO SILVA,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,LORES,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,MALELE,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,MATHEUS CASSINI,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,LA GUMINA,Palermo,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,TRAJKOVSKI,Palermo,31,5.68,5.97,3,0,0,0,0,0,1,0,2,0,0
2015-16,Italia,A,VAZQUEZ,Palermo,36,6.21,6.83,7,0,0,1,1,0,4,0,11,0,0
2015-16,Italia,P,DE SANCTIS,Roma,4,6.25,5.25,0,7,1,0,0,0,0,0,0,0,0
2015-16,Italia,P,LOBONT,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,SVEDKAUSKAS,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,SZCZESNY,Roma,34,6.21,5.19,0,34,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,CAPRADOSSI,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,CASTAN,Roma,5,5.3,5.2,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,COLE,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,CRESCENZI,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,MAICON,Roma,15,5.93,6.13,1,0,0,0,0,0,2,0,2,1,0
2015-16,Italia,D,MANOLAS,Roma,37,6.08,6.15,2,0,0,0,0,0,2,0,7,0,1
2015-16,Italia,D,ROMAGNOLI A,Milan,34,5.78,5.63,0,0,0,0,0,0,0,0,8,1,0
2015-16,Italia,D,TOROSIDIS,Roma,7,5.5,5.43,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,YANGA MBIWA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,DE ROSSI,Roma,23,6.04,6.07,1,0,0,0,0,0,1,1,9,0,0
2015-16,Italia,C,FLORENZI,Roma,33,6.08,6.74,7,0,0,0,0,0,3,0,4,0,0
2015-16,Italia,C,KEITA S,Roma,19,6.05,6.11,1,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,C,MARQUINHO,Udinese,8,5.62,5.5,0,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,C,NAINGGOLAN,Roma,35,6.39,6.76,6,0,0,0,0,0,1,0,10,1,0
2015-16,Italia,C,PAREDES,Empoli,32,6.22,6.27,2,0,0,0,0,0,0,1,11,0,0
2015-16,Italia,C,PJANIC,Roma,32,6.34,7.34,9,0,0,1,1,0,7,3,10,1,1
2015-16,Italia,C,STROOTMAN,Roma,3,6.33,6.5,0,0,0,0,0,0,1,0,1,0,0
2015-16,Italia,C,UCAN,Roma,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,DESTRO,Bologna,26,5.94,6.58,6,0,0,3,2,1,0,0,9,0,0
2015-16,Italia,A,DOUMBIA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,GERVINHO,Roma,14,6.29,7.64,6,0,0,0,0,0,1,0,0,0,0
2015-16,Italia,A,IAGO FALQUE,Roma,21,5.79,6.1,2,0,0,0,0,0,1,0,1,0,0
2015-16,Italia,A,IBARBO,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,ITURBE,Roma,9,5.72,6,1,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,A,LJAJIC,Inter,20,6.02,6.58,3,0,0,0,0,0,3,0,2,0,0
2015-16,Italia,A,SANABRIA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,TOTTI,Roma,12,6.54,7.92,4,0,0,1,1,0,3,0,3,0,0
2015-16,Italia,P,BRIGNOLI,Sampdoria,1,5.5,0.5,0,5,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,MASSOLO,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,PUGGIONI,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,VIVIANO,Sampdoria,37,6.32,5.11,0,56,4,0,0,0,0,0,2,0,0
2015-16,Italia,D,CASSANI,Sampdoria,24,5.75,5.62,0,0,0,0,0,0,1,0,6,1,0
2015-16,Italia,D,CODA,Sampdoria,2,5.75,5.5,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,DE SILVESTRI,Sampdoria,17,5.97,6.15,1,0,0,0,0,0,2,0,4,0,0
2015-16,Italia,D,MESBAH,Sampdoria,7,5.57,5.43,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,MOISANDER,Sampdoria,20,5.65,5.4,0,0,0,0,0,0,0,0,4,1,1
2015-16,Italia,D,REGINI,Napoli,14,5.39,5.32,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,SALAMON,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,SILVESTRE,Sampdoria,25,5.6,5.46,0,0,0,0,0,0,0,0,7,0,0
2015-16,Italia,D,ZUKANOVIC,Roma,23,5.76,5.91,3,0,0,0,0,0,1,0,7,1,1
2015-16,Italia,C,BARRETO,Sampdoria,28,5.61,5.59,0,0,0,0,0,0,1,0,3,0,0
2015-16,Italia,C,CORREA,Sampdoria,25,5.8,6.02,3,0,0,0,0,0,0,0,5,1,0
2015-16,Italia,C,DE VITIS,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,FERNANDO,Sampdoria,35,6.03,6.2,4,0,0,0,0,0,1,0,14,0,0
2015-16,Italia,C,IVAN,Sampdoria,18,5.86,5.86,1,0,0,0,0,0,0,0,4,1,0
2015-16,Italia,C,KRSTICIC,Sampdoria,7,5.5,5.07,0,0,0,0,0,0,1,0,5,0,1
2015-16,Italia,C,LULIC K,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,MARCHIONNI,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,PALOMBO,Sampdoria,7,5.64,5.64,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,WSZOLEK,Verona,25,5.84,5.84,0,0,0,0,0,0,3,0,4,1,0
2015-16,Italia,A,BONAZZOLI,Sampdoria,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,EDER,Inter,31,5.98,7.23,10,0,0,3,3,0,1,0,3,0,0
2015-16,Italia,A,MURIEL,Sampdoria,29,5.97,6.71,6,0,0,0,0,0,5,0,3,0,0
2015-16,Italia,A,ONETO,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,CONSIGLI,Sassuolo,37,6.19,5.2,0,38,2,0,0,0,0,0,3,1,1
2015-16,Italia,P,PEGOLO,Sassuolo,2,6.25,5,0,2,0,0,0,0,0,0,1,0,0
2015-16,Italia,P,PERILLI,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,POMINI,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,ACERBI,Sassuolo,36,6.29,6.58,4,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,D,ANTEI,Sassuolo,5,5.8,5.8,0,0,0,0,0,0,1,0,2,0,0
2015-16,Italia,D,ARIAUDO,Empoli,8,5.81,5.81,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,CANNAVARO,Sassuolo,31,6,5.9,0,0,0,0,0,0,1,0,8,0,0
2015-16,Italia,D,DELL'ORCO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,FONTANESI,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,GAZZOLA,Sassuolo,8,6,6.06,0,0,0,0,0,0,1,0,1,0,0
2015-16,Italia,D,LONGHI,Sassuolo,6,6,6.08,0,0,0,0,0,0,1,0,1,0,0
2015-16,Italia,D,PELUSO,Sassuolo,34,5.82,5.78,1,0,0,0,0,0,1,0,11,0,0
2015-16,Italia,D,TERRANOVA,Sassuolo,5,5.9,5.8,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,VRSALJKO,Sassuolo,35,6.07,6.04,0,0,0,0,0,0,4,0,8,1,0
2015-16,Italia,C,BIONDINI,Sassuolo,19,5.95,5.87,0,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,C,BROH,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,DUNCAN,Sassuolo,31,6.13,6.21,1,0,0,0,0,0,2,0,5,0,0
2015-16,Italia,C,LARIBI,Sassuolo,8,5.81,5.81,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,MAGNANELLI,Sassuolo,34,6.25,6.22,1,0,0,0,0,0,0,0,8,0,0
2015-16,Italia,C,MISSIROLI,Sassuolo,22,6.2,6.3,2,0,0,0,0,0,0,0,6,1,0
2015-16,Italia,C,PELLEGRINI LO,Sassuolo,16,6,6.38,3,0,0,0,0,0,0,0,4,1,0
2015-16,Italia,A,BERARDI,Sassuolo,27,6.13,6.69,4,0,0,5,3,2,4,2,10,1,0
2015-16,Italia,A,FALCINELLI,Sassuolo,21,5.74,6.05,1,0,0,1,1,0,1,0,1,0,0
2015-16,Italia,A,FLOCCARI,Bologna,24,5.94,6.67,6,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,A,FLORO FLORES,Chievo,25,6.02,6.5,4,0,0,0,0,0,1,0,2,0,0
2015-16,Italia,A,GLIOZZI,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,POLITANO,Sassuolo,21,6.19,6.88,5,0,0,0,0,0,1,0,3,0,0
2015-16,Italia,A,SANSONE N,Sassuolo,36,6.19,6.67,7,0,0,1,0,1,2,1,8,0,0
2015-16,Italia,A,SERENI M,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,CASTELLAZZI,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,GOMIS A,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,GOMIS L,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,ICHAZO,Torino,3,5.67,4,0,5,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,PADELLI,Torino,35,5.99,4.46,0,50,0,0,0,0,0,0,3,0,1
2015-16,Italia,D,AVELAR,Torino,5,5.9,5.7,0,0,0,0,0,0,1,0,1,0,1
2015-16,Italia,D,BOVO,Torino,20,5.85,5.9,2,0,0,0,0,0,0,0,10,0,0
2015-16,Italia,D,BRUNO PERES,Torino,31,6.16,6.34,3,0,0,0,0,0,3,0,9,0,1
2015-16,Italia,D,GASTON SILVA,Torino,12,5.62,5.58,0,0,0,0,0,0,0,1,3,0,0
2015-16,Italia,D,GLIK,Torino,33,5.89,5.76,0,0,0,0,0,0,1,0,11,0,0
2015-16,Italia,D,JANSSON,Torino,7,5.93,6.29,1,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,MAKSIMOVIC,Torino,16,5.72,5.69,0,0,0,0,0,0,1,0,3,0,0
2015-16,Italia,D,MOLINARO,Torino,26,5.77,5.79,1,0,0,0,0,0,0,0,3,1,0
2015-16,Italia,D,MORETTI,Torino,35,5.9,5.93,1,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,D,VESOVIC,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,ZAPPACOSTA,Torino,22,5.86,5.98,1,0,0,0,0,0,1,0,3,0,0
2015-16,Italia,C,ACQUAH,Torino,28,5.98,6.11,2,0,0,0,0,0,2,0,9,0,0
2015-16,Italia,C,BASELLI,Torino,33,6.06,6.36,4,0,0,0,0,0,0,1,6,0,0
2015-16,Italia,C,BENASSI,Torino,28,6,6.23,3,0,0,0,0,0,1,0,7,0,0
2015-16,Italia,C,FARNERUD,Torino,3,5.33,5.33,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,GAZZI,Torino,13,5.73,5.58,0,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,C,OBI,Torino,8,5.56,5.75,1,0,0,0,0,0,0,0,1,1,0
2015-16,Italia,C,STEVANOVIC,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,SUCIU,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,VIVES,Torino,31,5.89,5.84,1,0,0,0,0,0,1,0,9,1,0
2015-16,Italia,A,AMAURI,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,MARTINEZ,Torino,17,5.53,6.06,3,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,MAXI LOPEZ,Torino,23,5.87,6.3,2,0,0,3,2,1,2,0,2,0,0
2015-16,Italia,A,MORRA,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,QUAGLIARELLA,Sampdoria,31,6,6.76,7,0,0,1,1,0,0,0,1,0,0
2015-16,Italia,A,ROSSO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,KARNEZIS,Udinese,38,6.11,4.61,0,60,1,0,0,0,0,0,0,0,0
2015-16,Italia,P,KELAVA,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,MERET,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,ROMO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,P,SCUFFET,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,ADNAN,Udinese,27,5.85,5.89,1,0,0,0,0,0,1,0,6,0,0
2015-16,Italia,D,ALHASSAN MA,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,CAMIGLIANO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,DANILO LAR,Udinese,34,5.74,5.54,0,0,0,0,0,0,0,0,9,2,0
2015-16,Italia,D,DOMIZZI,Udinese,3,5.17,5,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,D,EDENILSON,Udinese,28,5.59,5.54,0,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,D,FARAONI,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,GABRIEL SILVA,Genoa,25,5.76,5.76,0,0,0,0,0,0,2,0,4,0,0
2015-16,Italia,D,HEURTAUX,Udinese,14,5.71,5.57,0,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,D,NEUTON,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,PASQUALE,Udinese,4,5.88,5.75,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,PIRIS,Udinese,24,5.6,5.5,0,0,0,0,0,0,0,0,5,0,0
2015-16,Italia,D,WAGUE,Udinese,20,5.68,5.5,0,0,0,0,0,0,0,0,5,1,0
2015-16,Italia,D,WIDMER,Udinese,25,6.06,6.06,0,0,0,0,0,0,2,0,4,0,0
2015-16,Italia,C,BADU,Udinese,33,6.03,6.33,4,0,0,0,0,0,1,0,6,0,0
2015-16,Italia,C,BRUNO FERNANDES,Udinese,31,5.89,6.06,2,0,0,2,1,1,2,2,7,1,0
2015-16,Italia,C,GUILHERME T,Udinese,5,5.5,5.4,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,C,HALLBERG,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,ITURRA,Udinese,15,5.57,5.3,0,0,0,0,0,0,0,0,8,0,0
2015-16,Italia,C,KONE,Fiorentina,4,5.62,5.62,0,0,0,0,0,0,1,0,0,1,0
2015-16,Italia,C,LUCAS EVANGELISTA,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,MERKEL,Udinese,1,5.5,5,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,C,MLINAR,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,PINZI,Chievo,14,5.75,5.54,0,0,0,0,0,0,0,0,7,0,0
2015-16,Italia,C,PONTISSO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,VERRE,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,AGUIRRE,Udinese,9,5.67,5.72,0,0,0,0,0,0,1,0,1,0,0
2015-16,Italia,A,DI NATALE,Udinese,23,5.83,6.09,1,0,0,2,1,1,3,0,0,0,0
2015-16,Italia,A,GEIJO,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,LOPEZ N,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,PERICA,Udinese,10,5.7,6.25,2,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,A,THEREAU,Udinese,35,6.07,7.04,11,0,0,0,0,0,3,0,2,1,0
2015-16,Italia,A,ZAPATA A,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,ZAPATA D,Udinese,24,6.06,7.04,8,0,0,0,0,0,2,0,6,0,0
2015-16,Italia,P,COPPOLA,Verona,1,6,3,0,1,0,0,0,0,0,0,0,0,1
2015-16,Italia,P,GOLLINI,Verona,26,6.21,4.48,0,44,0,0,0,0,0,0,2,0,0
2015-16,Italia,P,RAFAEL,Verona,12,5.71,4.12,0,18,0,0,0,0,0,0,0,1,0
2015-16,Italia,D,BIANCHETTI,Verona,20,5.58,5.62,1,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,D,BONI,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,GONZALEZ ALE,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,HELANDER,Verona,24,5.79,5.96,2,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,D,MARQUEZ,Verona,9,5.56,5.17,0,0,0,0,0,0,0,0,3,0,1
2015-16,Italia,D,MARTIC,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,MORAS,Verona,31,5.85,5.89,1,0,0,0,0,0,1,0,4,1,0
2015-16,Italia,D,PISANO E,Verona,34,5.84,6.18,5,0,0,0,0,0,0,0,7,0,0
2015-16,Italia,D,RODRIGUEZ GU,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,D,ROMULO,Verona,7,5.86,6,0,0,0,0,0,0,1,0,0,0,0
2015-16,Italia,D,SOUPRAYEN,Verona,20,5.75,5.58,0,0,0,0,0,0,0,0,5,1,0
2015-16,Italia,D,WINCK,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,CHRISTODOULOPOULOS,Sampdoria,8,5.69,5.88,1,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,C,GRECO,Verona,25,5.82,5.8,1,0,0,0,0,0,0,0,7,0,0
2015-16,Italia,C,HALLFREDSSON,Udinese,25,5.94,5.76,0,0,0,0,0,0,1,0,11,0,0
2015-16,Italia,C,IONITA,Verona,29,5.88,6.33,4,0,0,0,0,0,2,0,2,0,0
2015-16,Italia,C,LANER,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,SALA,Sampdoria,22,5.7,5.57,0,0,0,0,0,0,0,1,8,0,0
2015-16,Italia,C,VIVIANI,Verona,19,6.11,6.74,3,0,0,0,0,0,0,6,4,1,0
2015-16,Italia,C,ZACCAGNI,Verona,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,FARES,Verona,8,5.38,5.38,0,0,0,0,0,0,1,0,2,0,0
2015-16,Italia,A,CHANTURIA,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,Italia,A,JUANITO GOMEZ,Verona,30,5.6,5.65,1,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,A,PAZZINI,Verona,28,5.88,6.46,3,0,0,3,3,0,1,0,5,0,0
2015-16,Italia,A,SILIGARDI,Verona,24,5.85,6.08,2,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,A,TONI,Verona,23,5.96,6.54,3,0,0,4,3,1,0,0,3,0,0
2015-16,Italia,C,FEDELE,Carpi,8,5.81,5.69,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,CHIRICHES,Napoli,8,6.06,6.31,1,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,C,NTCHAM,Genoa,16,5.84,5.84,0,0,0,0,0,0,1,0,2,0,0
2015-16,Italia,D,ASTORI,Fiorentina,33,5.98,5.91,0,0,0,0,0,0,0,0,5,0,0
2015-16,Italia,A,DEFREL,Sassuolo,31,5.92,6.63,7,0,0,0,0,0,3,0,2,1,0
2015-16,Italia,C,PULGAR,Bologna,11,5.68,5.59,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,C,MILINKOVIC-SAVIC,Lazio,23,5.98,5.96,1,0,0,0,0,0,0,0,5,1,0
2015-16,Italia,A,SALAH,Roma,34,6.18,7.51,14,0,0,0,0,0,5,0,1,1,0
2015-16,Italia,A,DZEKO,Roma,28,5.86,6.68,6,0,0,2,2,0,2,0,4,1,0
2015-16,Italia,A,CASSANO,Sampdoria,22,6.09,6.52,2,0,0,0,0,0,4,0,1,0,0
2015-16,Italia,A,MANAJ,Inter,1,6,6,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,C,PEPE,Chievo,19,5.97,6.45,3,0,0,0,0,0,2,0,2,1,0
2015-16,Italia,C,MAIELLO,Empoli,10,5.95,5.9,0,0,0,0,0,0,0,0,1,0,0
2015-16,Italia,A,KALINIC,Fiorentina,35,6.13,7.06,12,0,0,1,0,1,2,0,5,0,0
2015-16,Italia,D,ZAMBELLI,Empoli,16,5.69,5.59,0,0,0,0,0,0,0,0,3,0,0
2015-16,Italia,P,ALASTRA,Palermo,2,6,3,0,6,0,0,0,0,0,0,0,0,0
2015-16,Italia,C,CAPEL,Genoa,18,5.72,5.67,0,0,0,0,0,0,0,0,2,0,0
2015-16,Italia,D,RUDIGER,Roma,30,5.92,6.05,2,0,0,0,0,0,0,0,4,0,0
2015-16,Italia,D,DIGNE,Roma,33,6.09,6.36,3,0,0,0,0,0,1,1,4,0,0
